Human Gene ID	Human Protein ID	Human Gene Name	Zfish Gene ID	ZfishProtein ID	Zfish Gene Name
ENSG00000104859	ENSP00000221455	CLASRP	ENSDARG00000061742	ENSDARP00000146846	clasrp
ENSG00000104863	ENSP00000221459	LIN7B	ENSDARG00000037932	ENSDARP00000112866	lin7b
ENSG00000104866	ENSP00000221462	PPP1R37	ENSDARG00000078458	ENSDARP00000101061	ppp1r37
ENSG00000104883	ENSP00000221480	PEX11G	ENSDARG00000025559	ENSDARP00000149350	pex11g
ENSG00000104889	ENSP00000221486	RNASEH2A	ENSDARG00000018891	ENSDARP00000045893	rnaseh2a
ENSG00000104897	ENSP00000221494	SF3A2	ENSDARG00000021107	ENSDARP00000003884	sf3a2
ENSG00000104899	ENSP00000221496	AMH	ENSDARG00000014357	ENSDARP00000015395	amh
ENSG00000104964	ENSP00000221561	TLE5	ENSDARG00000115836	ENSDARP00000153468	tle5
ENSG00000104976	ENSP00000221573	SNAPC2	ENSDARG00000036473	ENSDARP00000073820	
ENSG00000105246	ENSP00000221847	EBI3	ENSDARG00000053620	ENSDARP00000070155	ebi3
ENSG00000105355	ENSP00000221957	PLIN3	ENSDARG00000116962	ENSDARP00000149364	
ENSG00000105370	ENSP00000221973	LIM2	ENSDARG00000041295	ENSDARP00000124893	lim2.5
ENSG00000105388	ENSP00000221992	CEACAM5	ENSDARG00000041119	ENSDARP00000060265	ceacam1
ENSG00000105401	ENSP00000222005	CDC37	ENSDARG00000099301	ENSDARP00000131796	cdc37
ENSG00000105404	ENSP00000222008	RABAC1	ENSDARG00000004171	ENSDARP00000028630	rabac1
ENSG00000105427	ENSP00000222032	CNFN	ENSDARG00000036382	ENSDARP00000117993	ponzr6
ENSG00000187266	ENSP00000222139	EPOR	ENSDARG00000090834	ENSDARP00000137905	epor
ENSG00000105538	ENSP00000222145	RASIP1	ENSDARG00000074829	ENSDARP00000128128	rasip1
ENSG00000105612	ENSP00000222219	DNASE2	ENSDARG00000073893	ENSDARP00000120160	dnase2
ENSG00000105617	ENSP00000222224	LENG1	ENSDARG00000037633	ENSDARP00000029247	leng1
ENSG00000105640	ENSP00000222247	RPL18A	ENSDARG00000025073	ENSDARP00000038658	rpl18a
ENSG00000105643	ENSP00000222250	ARRDC2	ENSDARG00000020761	ENSDARP00000017762	arrdc2
ENSG00000105649	ENSP00000222256	RAB3A	ENSDARG00000043835	ENSDARP00000095064	rab3ab
ENSG00000205155	ENSP00000222266	PSENEN	ENSDARG00000068698	ENSDARP00000090230	psenen
ENSG00000105677	ENSP00000222284	TMEM147	ENSDARG00000039913	ENSDARP00000058382	tmem147
ENSG00000105722	ENSP00000222329	ERF	ENSDARG00000063417	ENSDARP00000087088	erf
ENSG00000105732	ENSP00000222339	ZNF574	ENSDARG00000077143	ENSDARP00000118897	
ENSG00000105767	ENSP00000222374	CADM4	ENSDARG00000040291	ENSDARP00000113242	cadm4
ENSG00000005421	ENSP00000222381	PON1	ENSDARG00000097789	ENSDARP00000058958	pon3.2
ENSG00000078967	ENSP00000222402	UBE2D4	ENSDARG00000015057	ENSDARP00000089210	ube2d4
ENSG00000002745	ENSP00000222462	WNT16	ENSDARG00000094973	ENSDARP00000122572	wnt16
ENSG00000105793	ENSP00000222511	GTPBP10	ENSDARG00000040300	ENSDARP00000058969	gtpbp10
ENSG00000105849	ENSP00000222567	POLR1F	ENSDARG00000024416	ENSDARP00000104602	polr1f
ENSG00000105855	ENSP00000222573	ITGB8	ENSDARG00000028222	ENSDARP00000152742	
ENSG00000105866	ENSP00000222584	SP4	ENSDARG00000005186	ENSDARP00000150009	sp4
ENSG00000105971	ENSP00000222693	CAV2	ENSDARG00000052000	ENSDARP00000068216	cav2
ENSG00000105996	ENSP00000222718	HOXA2	ENSDARG00000023031	ENSDARP00000023072	hoxa2b
ENSG00000106003	ENSP00000222725	LFNG	ENSDARG00000037879	ENSDARP00000031031	lfng
ENSG00000106004	ENSP00000222726	HOXA5	ENSDARG00000102501	ENSDARP00000133102	hoxa5a
ENSG00000106025	ENSP00000222747	TSPAN12	ENSDARG00000032389	ENSDARP00000048002	tspan12
ENSG00000106077	ENSP00000222800	ABHD11	ENSDARG00000069501	ENSDARP00000091982	abhd11
ENSG00000106080	ENSP00000222803	FKBP14	ENSDARG00000040695	ENSDARP00000059618	fkbp14
ENSG00000106100	ENSP00000222823	NOD1	ENSDARG00000036308	ENSDARP00000129412	NOD1
ENSG00000106244	ENSP00000222968	PDAP1	ENSDARG00000002967	ENSDARP00000021565	pdap1b
ENSG00000106266	ENSP00000222990	SNX8	ENSDARG00000074842	ENSDARP00000103840	snx8a
ENSG00000106302	ENSP00000223026	HYAL4	ENSDARG00000051823	ENSDARP00000128113	HYAL4
ENSG00000106305	ENSP00000223029	AIMP2	ENSDARG00000018903	ENSDARP00000008898	aimp2
ENSG00000106327	ENSP00000223051	TFR2	ENSDARG00000103727	ENSDARP00000130615	tfr2
ENSG00000106333	ENSP00000223061	PCOLCE	ENSDARG00000056913	ENSDARP00000110048	pcolcea
ENSG00000106344	ENSP00000223073	RBM28	ENSDARG00000025332	ENSDARP00000034794	rbm28
ENSG00000106366	ENSP00000223095	SERPINE1	ENSDARG00000056795	ENSDARP00000073803	serpine1
ENSG00000106399	ENSP00000223129	RPA3	ENSDARG00000002613	ENSDARP00000015592	rpa3
ENSG00000106415	ENSP00000223145	GLCCI1	ENSDARG00000008503	ENSDARP00000035581	glcci1a
ENSG00000106484	ENSP00000223215	MEST	ENSDARG00000032319	ENSDARP00000041069	mest
ENSG00000241127	ENSP00000223273	YAE1	ENSDARG00000045422	ENSDARP00000066793	otulina
ENSG00000106591	ENSP00000223324	MRPL32	ENSDARG00000060489	ENSDARP00000079717	mrpl32
ENSG00000086065	ENSP00000223500	CHMP5	ENSDARG00000103718	ENSDARP00000138817	chmp5b
ENSG00000106803	ENSP00000223641	SEC61B	ENSDARG00000076568	ENSDARP00000059012	sec61b
ENSG00000106992	ENSP00000223836	AK1	ENSDARG00000001950	ENSDARP00000013777	ak1
ENSG00000107020	ENSP00000223864	PLGRKT	ENSDARG00000100789	ENSDARP00000138619	plgrkt
ENSG00000107223	ENSP00000224073	EDF1	ENSDARG00000009950	ENSDARP00000026769	edf1
ENSG00000107290	ENSP00000224140	SETX	ENSDARG00000022996	ENSDARP00000124379	
ENSG00000095585	ENSP00000224337	BLNK	ENSDARG00000042722	ENSDARP00000062683	blnk
ENSG00000095596	ENSP00000224356	CYP26A1	ENSDARG00000033999	ENSDARP00000041727	cyp26a1
ENSG00000108179	ENSP00000225174	PPIF	ENSDARG00000052842	ENSDARP00000069254	ppifb
ENSG00000070731	ENSP00000225276	ST6GALNAC2	ENSDARG00000112644	ENSDARP00000150821	
ENSG00000011260	ENSP00000225298	UTP18	ENSDARG00000102618	ENSDARP00000138639	
ENSG00000108255	ENSP00000225387	CRYBA1	ENSDARG00000041141	ENSDARP00000121373	cryba1a
ENSG00000108256	ENSP00000225388	NUFIP2	ENSDARG00000069066	ENSDARP00000090987	
ENSG00000213246	ENSP00000225504	SUPT4H1	ENSDARG00000113969	ENSDARP00000147232	supt4h1
ENSG00000213977	ENSP00000225525	TAX1BP3	ENSDARG00000059177	ENSDARP00000076660	tax1bp3
ENSG00000108474	ENSP00000225609	PIGL	ENSDARG00000067752	ENSDARP00000088351	pigl
ENSG00000108479	ENSP00000225614	GALK1	ENSDARG00000028088	ENSDARP00000037286	galk1
ENSG00000108511	ENSP00000225648	HOXB6	ENSDARG00000010630	ENSDARP00000002263	hoxb6a
ENSG00000108528	ENSP00000225665	SLC25A11	ENSDARG00000035741	ENSDARP00000051848	slc25a11
ENSG00000108551	ENSP00000225688	RASD1	ENSDARG00000019274	ENSDARP00000015776	rasd1
ENSG00000108561	ENSP00000225698	C1QBP	ENSDARG00000039887	ENSDARP00000121339	c1qbp
ENSG00000108588	ENSP00000225726	CCDC47	ENSDARG00000054362	ENSDARP00000154190	ccdc47
ENSG00000108590	ENSP00000225728	MED31	ENSDARG00000008020	ENSDARP00000104686	med31
ENSG00000108591	ENSP00000225729	DRG2	ENSDARG00000006642	ENSDARP00000008399	drg2
ENSG00000108599	ENSP00000225737	AKAP10	ENSDARG00000059549	ENSDARP00000114357	AKAP10
ENSG00000108733	ENSP00000225873	PEX12	ENSDARG00000035149	ENSDARP00000050911	pex12
ENSG00000108784	ENSP00000225927	NAGLU	ENSDARG00000030156	ENSDARP00000048045	NAGLU
ENSG00000108786	ENSP00000225929	HSD17B1	ENSDARG00000027469	ENSDARP00000026566	hsd17b1
ENSG00000108826	ENSP00000225969	MRPL27	ENSDARG00000032985	ENSDARP00000043545	mrpl27
ENSG00000108878	ENSP00000226021	CACNG1	ENSDARG00000052360	ENSDARP00000068688	CACNG1
ENSG00000108924	ENSP00000226067	HLF	ENSDARG00000074752	ENSDARP00000106703	hlfa
ENSG00000108961	ENSP00000226105	RANGRF	ENSDARG00000098786	ENSDARP00000137010	rangrf
ENSG00000109072	ENSP00000226218	VTN	ENSDARG00000055388	ENSDARP00000072202	vtna
ENSG00000109084	ENSP00000226230	TMEM97	ENSDARG00000040553	ENSDARP00000109291	tmem97
ENSG00000004468	ENSP00000226279	CD38	ENSDARG00000113438	ENSDARP00000154946	
ENSG00000002549	ENSP00000226299	LAP3	ENSDARG00000061981	ENSDARP00000083458	lap3
ENSG00000109132	ENSP00000226382	PHOX2B	ENSDARG00000091029	ENSDARP00000130156	phox2bb
ENSG00000109684	ENSP00000226951	CLNK	ENSDARG00000091321	ENSDARP00000108179	
ENSG00000064199	ENSP00000227135	SPA17	ENSDARG00000069361	ENSDARP00000102830	spa17
ENSG00000085117	ENSP00000227155	CD82	ENSDARG00000026070	ENSDARP00000116394	cd82b
ENSG00000066336	ENSP00000227163	SPI1	ENSDARG00000000767	ENSDARP00000029369	spi1b
ENSG00000109861	ENSP00000227266	CTSC	ENSDARG00000101334	ENSDARP00000135284	ctsc
ENSG00000109943	ENSP00000227348	CRTAM	ENSDARG00000089327	ENSDARP00000109589	
ENSG00000109944	ENSP00000227349	JHY	ENSDARG00000068982	ENSDARP00000111192	jhy
ENSG00000110057	ENSP00000227471	UNC93B1	ENSDARG00000069114	ENSDARP00000139372	unc93b1
ENSG00000110092	ENSP00000227507	CCND1	ENSDARG00000101637	ENSDARP00000134435	ccnd1
ENSG00000110104	ENSP00000227520	CCDC86	ENSDARG00000059908	ENSDARP00000078271	ccdc86
ENSG00000110107	ENSP00000227524	PRPF19	ENSDARG00000015239	ENSDARP00000097371	prpf19
ENSG00000110218	ENSP00000227638	PANX1	ENSDARG00000025285	ENSDARP00000034149	panx1a
ENSG00000110435	ENSP00000227868	PDHX	ENSDARG00000051756	ENSDARP00000093629	pdhx
ENSG00000062282	ENSP00000228027	DGAT2	ENSDARG00000018846	ENSDARP00000116381	dgat2
ENSG00000110696	ENSP00000228136	C11orf58	ENSDARG00000022564	ENSDARP00000034658	C18H11orf58
ENSG00000075856	ENSP00000228284	SART3	ENSDARG00000008032	ENSDARP00000004923	sart3
ENSG00000110851	ENSP00000228437	PRDM4	ENSDARG00000017366	ENSDARP00000099506	prdm4
ENSG00000110876	ENSP00000228463	SELPLG	ENSDARG00000105023	ENSDARP00000134253	selplg
ENSG00000110887	ENSP00000228476	DAO	ENSDARG00000035602	ENSDARP00000112531	dao.1
ENSG00000110906	ENSP00000228495	KCTD10	ENSDARG00000017115	ENSDARP00000122490	kctd10
ENSG00000110917	ENSP00000228506	MLEC	ENSDARG00000059630	ENSDARP00000112772	mlec
ENSG00000110925	ENSP00000228515	CSRNP2	ENSDARG00000075972	ENSDARP00000155680	CSRNP2
ENSG00000111046	ENSP00000228641	MYF6	ENSDARG00000029830	ENSDARP00000040265	myf6
ENSG00000111049	ENSP00000228644	MYF5	ENSDARG00000007277	ENSDARP00000109289	myf5
ENSG00000111203	ENSP00000228799	ITFG2	ENSDARG00000002174	ENSDARP00000020383	itfg2
ENSG00000111224	ENSP00000228820	PARP11	ENSDARG00000098716	ENSDARP00000130686	PARP11
ENSG00000111229	ENSP00000228825	ARPC3	ENSDARG00000057882	ENSDARP00000075074	arpc3
ENSG00000111241	ENSP00000228837	FGF6	ENSDARG00000009351	ENSDARP00000010978	fgf6a
ENSG00000111247	ENSP00000228843	RAD51AP1	ENSDARG00000045853	ENSDARP00000067385	rad51ap1
ENSG00000111269	ENSP00000228865	CREBL2	ENSDARG00000104049	ENSDARP00000137889	crebl2
ENSG00000111321	ENSP00000228918	LTBR	ENSDARG00000070165	ENSDARP00000104953	tnfrsf1b
ENSG00000111348	ENSP00000228945	ARHGDIB	ENSDARG00000004034	ENSDARP00000015397	arhgdig
ENSG00000111404	ENSP00000229002	RERGL	ENSDARG00000019396	ENSDARP00000016722	rergla
ENSG00000111581	ENSP00000229179	NUP107	ENSDARG00000016010	ENSDARP00000040032	nup107
ENSG00000111615	ENSP00000229214	KRR1	ENSDARG00000011246	ENSDARP00000104494	krr1
ENSG00000111639	ENSP00000229238	MRPL51	ENSDARG00000113440	ENSDARP00000151000	mrpl51
ENSG00000111711	ENSP00000229314	GOLT1B	ENSDARG00000059308	ENSDARP00000076820	golt1bb
ENSG00000111726	ENSP00000229329	CMAS	ENSDARG00000057334	ENSDARP00000134059	cmasa
ENSG00000111737	ENSP00000229340	RAB35	ENSDARG00000058425	ENSDARP00000039450	rab35b
ENSG00000111775	ENSP00000229379	COX6A1	ENSDARG00000022438	ENSDARP00000038172	cox6a1
ENSG00000111786	ENSP00000229390	SRSF9	ENSDARG00000008097	ENSDARP00000002874	srsf9
ENSG00000111790	ENSP00000229395	FGFR1OP2	ENSDARG00000009657	ENSDARP00000005747	fgfr1op2
ENSG00000009765	ENSP00000229447	IYD	ENSDARG00000076056	ENSDARP00000101952	iyd
ENSG00000111834	ENSP00000229554	RSPH4A	ENSDARG00000067606	ENSDARP00000088110	RSPH4A
ENSG00000111875	ENSP00000229595	ASF1A	ENSDARG00000043713	ENSDARP00000064193	asf1bb
ENSG00000111911	ENSP00000229633	HINT3	ENSDARG00000074286	ENSDARP00000102849	hint3
ENSG00000112029	ENSP00000229758	FBXO5	ENSDARG00000039020	ENSDARP00000056961	fbxo5
ENSG00000112039	ENSP00000229769	FANCE	ENSDARG00000068870	ENSDARP00000090524	fance
ENSG00000112041	ENSP00000229771	TULP1	ENSDARG00000100478	ENSDARP00000140439	TULP1
ENSG00000112167	ENSP00000229903	SAYSD1	ENSDARG00000043687	ENSDARP00000064149	saysd1
ENSG00000112218	ENSP00000229955	GPR63	ENSDARG00000074540	ENSDARP00000124273	GPR63
ENSG00000112304	ENSP00000230048	ACOT13	ENSDARG00000114746	ENSDARP00000154751	acot13
ENSG00000112309	ENSP00000230053	B3GAT2	ENSDARG00000030733	ENSDARP00000050302	b3gat2
ENSG00000112335	ENSP00000230085	SNX3	ENSDARG00000008678	ENSDARP00000012094	snx3
ENSG00000112365	ENSP00000230122	ZBTB24	ENSDARG00000075533	ENSDARP00000156506	zbtb24
ENSG00000112494	ENSP00000230256	UNC93A	ENSDARG00000041554	ENSDARP00000121615	unc93a
ENSG00000112578	ENSP00000230340	BYSL	ENSDARG00000001057	ENSDARP00000001346	bysl
ENSG00000112592	ENSP00000230354	TBP	ENSDARG00000014994	ENSDARP00000010211	tbp
ENSG00000112619	ENSP00000230381	PRPH2	ENSDARG00000038018	ENSDARP00000055414	prph2a
ENSG00000112812	ENSP00000230582	PRSS16	ENSDARG00000076602	ENSDARP00000071853	prss59
ENSG00000112874	ENSP00000230792	NUDT12	ENSDARG00000100813	ENSDARP00000139063	nudt12
ENSG00000113070	ENSP00000230990	HBEGF	ENSDARG00000075121	ENSDARP00000099541	hbegfa
ENSG00000113083	ENSP00000231004	LOX	ENSDARG00000003259	ENSDARP00000110708	loxa
ENSG00000113140	ENSP00000231061	SPARC	ENSDARG00000019353	ENSDARP00000039659	sparc
ENSG00000113272	ENSP00000231198	THG1L	ENSDARG00000038360	ENSDARP00000055960	thg1l
ENSG00000113302	ENSP00000231228	IL12B	ENSDARG00000033727	ENSDARP00000101046	il12ba
ENSG00000113492	ENSP00000231420	AGXT2	ENSDARG00000100709	ENSDARP00000136125	agxt2
ENSG00000113532	ENSP00000231461	ST8SIA4	ENSDARG00000103600	ENSDARP00000135219	st8sia4
ENSG00000113558	ENSP00000231487	SKP1	ENSDARG00000003151	ENSDARP00000015887	skp1
ENSG00000113569	ENSP00000231498	NUP155	ENSDARG00000001777	ENSDARP00000007708	nup155
ENSG00000113583	ENSP00000231512	C5orf15	ENSDARG00000090747	ENSDARP00000104703	
ENSG00000113595	ENSP00000231524	TRIM23	ENSDARG00000069420	ENSDARP00000107078	trim23
ENSG00000113734	ENSP00000231668	BNIP1	ENSDARG00000104280	ENSDARP00000132436	BNIP1
ENSG00000004838	ENSP00000231749	ZMYND10	ENSDARG00000114303	ENSDARP00000153400	zmynd10
ENSG00000076242	ENSP00000231790	MLH1	ENSDARG00000025948	ENSDARP00000113460	mlh1
ENSG00000113790	ENSP00000231887	EHHADH	ENSDARG00000070029	ENSDARP00000093211	ehhadh
ENSG00000114315	ENSP00000232424	HES1	ENSDARG00000006514	ENSDARP00000018393	her6
ENSG00000114383	ENSP00000232496	TUSC2	ENSDARG00000099817	ENSDARP00000138164	tusc2a
ENSG00000114491	ENSP00000232607	UMPS	ENSDARG00000012215	ENSDARP00000035728	umps
ENSG00000114626	ENSP00000232744	ABTB1	ENSDARG00000063354	ENSDARP00000098929	ABTB1
ENSG00000114648	ENSP00000232766	KLHL18	ENSDARG00000004306	ENSDARP00000025821	klhl18
ENSG00000114771	ENSP00000232892	AADAC	ENSDARG00000063621	ENSDARP00000087565	AADAC
ENSG00000114784	ENSP00000232905	EIF1B	ENSDARG00000029445	ENSDARP00000120624	eif1b
ENSG00000114854	ENSP00000232975	TNNC1	ENSDARG00000011400	ENSDARP00000025541	tnnc1a
ENSG00000114857	ENSP00000232978	NKTR	ENSDARG00000059097	ENSDARP00000107238	NKTR
ENSG00000114902	ENSP00000233025	SPCS1	ENSDARG00000059298	ENSDARP00000076814	spcs1
ENSG00000114904	ENSP00000233027	NEK4	ENSDARG00000040152	ENSDARP00000058727	nek4
ENSG00000055332	ENSP00000233057	EIF2AK2	ENSDARG00000068729	ENSDARP00000133369	eif2ak2
ENSG00000071626	ENSP00000233078	DAZAP1	ENSDARG00000070846	ENSDARP00000130727	dazap1
ENSG00000084764	ENSP00000233121	MAPRE3	ENSDARG00000020231	ENSDARP00000045286	mapre3a
ENSG00000115274	ENSP00000233331	INO80B	ENSDARG00000062749	ENSDARP00000085532	ino80b
ENSG00000114999	ENSP00000233336	TTL	ENSDARG00000062418	ENSDARP00000113218	ttl
ENSG00000115128	ENSP00000233468	SF3B6	ENSDARG00000009753	ENSDARP00000006812	sf3b6
ENSG00000115234	ENSP00000233575	SNX17	ENSDARG00000091418	ENSDARP00000040190	snx17
ENSG00000115282	ENSP00000233623	TTC31	ENSDARG00000039082	ENSDARP00000113359	zgc:123010
ENSG00000115289	ENSP00000233630	PCGF1	ENSDARG00000001249	ENSDARP00000001039	pcgf1
ENSG00000115325	ENSP00000233668	DOK1	ENSDARG00000099177	ENSDARP00000136617	dok1b
ENSG00000115461	ENSP00000233813	IGFBP5	ENSDARG00000025348	ENSDARP00000054136	igfbp5b
ENSG00000115474	ENSP00000233826	KCNJ13	ENSDARG00000043443	ENSDARP00000126942	kcnj13
ENSG00000115486	ENSP00000233838	GGCX	ENSDARG00000067805	ENSDARP00000088440	GGCX
ENSG00000115541	ENSP00000233893	HSPE1	ENSDARG00000056167	ENSDARP00000118521	hspe1
ENSG00000115596	ENSP00000233948	WNT6	ENSDARG00000073935	ENSDARP00000104431	WNT6
ENSG00000115738	ENSP00000234091	ID2	ENSDARG00000055283	ENSDARP00000122878	id2a
ENSG00000115758	ENSP00000234111	ODC1	ENSDARG00000007377	ENSDARP00000124918	odc1
ENSG00000115806	ENSP00000234160	GORASP2	ENSDARG00000015126	ENSDARP00000017335	gorasp2
ENSG00000115816	ENSP00000234170	CEBPZ	ENSDARG00000045857	ENSDARP00000090088	cebpz
ENSG00000115844	ENSP00000234198	DLX2	ENSDARG00000079964	ENSDARP00000103004	dlx2a
ENSG00000115942	ENSP00000234296	ORC2	ENSDARG00000101465	ENSDARP00000132032	
ENSG00000115956	ENSP00000234313	PLEK	ENSDARG00000104325	ENSDARP00000130930	plek
ENSG00000116014	ENSP00000234371	KISS1R	ENSDARG00000002728	ENSDARP00000107676	kiss1ra
ENSG00000116035	ENSP00000234392	VAX2	ENSDARG00000058702	ENSDARP00000076061	vax2
ENSG00000116095	ENSP00000234453	PLEKHA3	ENSDARG00000056601	ENSDARP00000073572	plekha3
ENSG00000116096	ENSP00000234454	SPR	ENSDARG00000004406	ENSDARP00000002775	spra
ENSG00000097046	ENSP00000234626	CDC7	ENSDARG00000023584	ENSDARP00000032739	cdc7
ENSG00000116128	ENSP00000234739	BCL9	ENSDARG00000036687	ENSDARP00000053283	bcl9
ENSG00000116209	ENSP00000234831	TMEM59	ENSDARG00000019033	ENSDARP00000028016	tmem59
ENSG00000116329	ENSP00000234961	OPRD1	ENSDARG00000041660	ENSDARP00000122239	oprd1a
ENSG00000116455	ENSP00000235090	WDR77	ENSDARG00000101347	ENSDARP00000141388	
ENSG00000116667	ENSP00000235307	C1orf21	ENSDARG00000098592	ENSDARP00000157014	zgc:92140
ENSG00000116691	ENSP00000235332	MIIP	ENSDARG00000088346	ENSDARP00000142474	
ENSG00000116704	ENSP00000235345	SLC35D1	ENSDARG00000011973	ENSDARP00000068446	slc35d1a
ENSG00000116874	ENSP00000235521	WARS2	ENSDARG00000011801	ENSDARP00000010571	wars2
ENSG00000053371	ENSP00000235835	AKR7A2	ENSDARG00000016649	ENSDARP00000156857	akr7a3
ENSG00000117479	ENSP00000236137	SLC19A2	ENSDARG00000059712	ENSDARP00000077740	SLC19A2
ENSG00000117533	ENSP00000236192	VAMP4	ENSDARG00000043510	ENSDARP00000125729	vamp4
ENSG00000117614	ENSP00000236273	SYF2	ENSDARG00000004706	ENSDARP00000090723	syf2
ENSG00000138363	ENSP00000236959	ATIC	ENSDARG00000016706	ENSDARP00000024082	atic
ENSG00000118246	ENSP00000236980	FASTKD2	ENSDARG00000074031	ENSDARP00000100864	
ENSG00000189007	ENSP00000237283	ADAT2	ENSDARG00000041944	ENSDARP00000127393	adat2
ENSG00000239305	ENSP00000237455	RNF103	ENSDARG00000100850	ENSDARP00000138760	rnf103
ENSG00000118804	ENSP00000237642	STBD1	ENSDARG00000098408	ENSDARP00000138158	
ENSG00000118816	ENSP00000237654	CCNI	ENSDARG00000068214	ENSDARP00000105556	ccni
ENSG00000118972	ENSP00000237837	FGF23	ENSDARG00000045854	ENSDARP00000067387	fgf23
ENSG00000118985	ENSP00000237853	ELL2	ENSDARG00000006251	ENSDARP00000093185	ell2
ENSG00000119125	ENSP00000238018	GDA	ENSDARG00000002986	ENSDARP00000010155	gda
ENSG00000119147	ENSP00000238044	ECRG4	ENSDARG00000056087	ENSDARP00000072984	ecrg4a
ENSG00000134308	ENSP00000238081	YWHAQ	ENSDARG00000023323	ENSDARP00000022550	ywhaqb
ENSG00000119203	ENSP00000238112	CPSF3	ENSDARG00000027649	ENSDARP00000040291	cpsf3
ENSG00000111364	ENSP00000238146	DDX55	ENSDARG00000009864	ENSDARP00000020323	ddx55
ENSG00000119431	ENSP00000238379	HDHD3	ENSDARG00000053934	ENSDARP00000094552	hdhd3
ENSG00000133937	ENSP00000238558	GSC	ENSDARG00000111184	ENSDARP00000147175	gsc
ENSG00000063761	ENSP00000238561	ADCK1	ENSDARG00000062561	ENSDARP00000108933	adck1
ENSG00000119699	ENSP00000238682	TGFB3	ENSDARG00000019367	ENSDARP00000025519	tgfb3
ENSG00000115129	ENSP00000238721	TP53I3	ENSDARG00000112422	ENSDARP00000143656	
ENSG00000119729	ENSP00000238738	RHOQ	ENSDARG00000025953	ENSDARP00000032142	rhoq
ENSG00000119862	ENSP00000238875	LGALSL	ENSDARG00000059060	ENSDARP00000071857	lgalsla
ENSG00000119878	ENSP00000238892	CRIPT	ENSDARG00000102511	ENSDARP00000131077	cript
ENSG00000119938	ENSP00000238994	PPP1R3C	ENSDARG00000014554	ENSDARP00000014980	ppp1r3cb
ENSG00000119973	ENSP00000239032	PRLHR	ENSDARG00000044900	ENSDARP00000150807	prlhr2a
ENSG00000120068	ENSP00000239144	HOXB8	ENSDARG00000056027	ENSDARP00000046637	hoxb8a
ENSG00000120075	ENSP00000239151	HOXB5	ENSDARG00000013057	ENSDARP00000004270	hoxb5a
ENSG00000260027	ENSP00000239165	HOXB7	ENSDARG00000056030	ENSDARP00000072915	hoxb7a
ENSG00000120129	ENSP00000239223	DUSP1	ENSDARG00000100515	ENSDARP00000137487	dusp1
ENSG00000120149	ENSP00000239243	MSX2	ENSDARG00000101023	ENSDARP00000140454	msx2b
ENSG00000120256	ENSP00000239367	LRP11	ENSDARG00000034076	ENSDARP00000039615	lrp11
ENSG00000120262	ENSP00000239374	CCDC170	ENSDARG00000016161	ENSDARP00000129402	
ENSG00000116132	ENSP00000239461	PRRX1	ENSDARG00000042027	ENSDARP00000061587	prrx1b
ENSG00000120440	ENSP00000239587	TTLL2	ENSDARG00000077853	ENSDARP00000122421	ttll2
ENSG00000120526	ENSP00000239690	NUDCD1	ENSDARG00000036158	ENSDARP00000052502	nudcd1
ENSG00000120647	ENSP00000239830	CCDC77	ENSDARG00000102145	ENSDARP00000136677	ccdc77
ENSG00000120697	ENSP00000239891	ALG5	ENSDARG00000061235	ENSDARP00000155806	alg5
ENSG00000120729	ENSP00000239926	MYOT	ENSDARG00000076312	ENSDARP00000132066	
ENSG00000120860	ENSP00000240079	WASHC3	ENSDARG00000045563	ENSDARP00000066998	washc3
ENSG00000120896	ENSP00000240123	SORBS3	ENSDARG00000037476	ENSDARP00000113033	sorbs3
ENSG00000121058	ENSP00000240316	COIL	ENSDARG00000040070	ENSDARP00000109892	coil
ENSG00000121104	ENSP00000240364	FAM117A	ENSDARG00000078640	ENSDARP00000103558	FAM117A
ENSG00000121211	ENSP00000240488	MND1	ENSDARG00000074451	ENSDARP00000054264	mnd1
ENSG00000121350	ENSP00000240651	PYROXD1	ENSDARG00000104817	ENSDARP00000132766	pyroxd1
ENSG00000121579	ENSP00000240922	NAA50	ENSDARG00000027825	ENSDARP00000128760	naa50
ENSG00000121653	ENSP00000241014	MAPK8IP1	ENSDARG00000102229	ENSDARP00000131169	mapk8ip1a
ENSG00000121680	ENSP00000241041	PEX16	ENSDARG00000058202	ENSDARP00000075468	pex16
ENSG00000121690	ENSP00000241051	DEPDC7	ENSDARG00000055043	ENSDARP00000071808	depdc7a
ENSG00000121691	ENSP00000241052	CAT	ENSDARG00000104702	ENSDARP00000134519	cat
ENSG00000121853	ENSP00000241256	GHSR	ENSDARG00000056230	ENSDARP00000073156	ghsra
ENSG00000121858	ENSP00000241261	TNFSF10	ENSDARG00000057241	ENSDARP00000074299	tnfsf10
ENSG00000122008	ENSP00000241436	POLK	ENSDARG00000059963	ENSDARP00000078372	POLK
ENSG00000122025	ENSP00000241453	FLT3	ENSDARG00000058503	ENSDARP00000075800	
ENSG00000122035	ENSP00000241463	RASL11A	ENSDARG00000046013	ENSDARP00000067646	rasl11a
ENSG00000122085	ENSP00000241527	MTERF4	ENSDARG00000113778	ENSDARP00000154927	
ENSG00000122180	ENSP00000241651	MYOG	ENSDARG00000009438	ENSDARP00000010347	myog
ENSG00000122547	ENSP00000242108	EEPD1	ENSDARG00000071116	ENSDARP00000095703	eepd1
